denominazione_comune,lat,lon,sigla_provincia,id,id_province
Agliè,45.3634368,7.7685999,TO,1,94
Airasca,44.9168832,7.4844311,TO,2,94
Ala di Stura,45.3151133,7.3043438,TO,3,94
Albiano d'Ivrea,45.4338982,7.9491448,TO,4,94
Almese,45.1176634,7.3951819,TO,5,94
Alpette,45.4099867,7.5785972,TO,6,94
Alpignano,45.0944696,7.5242673,TO,7,94
Andezeno,45.0358599,7.8699487,TO,8,94
Andrate,45.528381,7.8738392,TO,9,94
Angrogna,44.8434461,7.2242923,TO,10,94
Arignano,45.044028,7.9024464,TO,11,94
Avigliana,45.0793571,7.3963234,TO,12,94
Azeglio,45.4248665,7.9947706,TO,13,94
Bairo,45.3862534,7.756918,TO,14,94
Balangero,45.2700324,7.5193095,TO,15,94
Baldissero Canavese,45.408408,7.7444444,TO,16,94
Baldissero Torinese,45.0684227,7.8178077,TO,17,94
Balme,45.302297,7.218314,TO,18,94
Banchette,45.4608553,7.8565637,TO,19,94
Barbania,45.2905029,7.6305109,TO,20,94
Bardonecchia,45.0781688,6.7038239,TO,21,94
Barone Canavese,45.3277288,7.8705562,TO,22,94
Beinasco,45.0220777,7.5791581,TO,23,94
Bibiana,44.7975756,7.2897861,TO,24,94
Bobbio Pellice,44.8077018,7.1179046,TO,25,94
Bollengo,45.4733626,7.9453487,TO,26,94
Borgaro Torinese,45.1519831,7.6578944,TO,27,94
Borgiallo,45.4168178,7.6677336,TO,28,94
Borgofranco d'Ivrea,45.5130128,7.858522,TO,29,94
Borgomasino,45.361555,7.9887996,TO,30,94
Borgone Susa,45.1231397,7.241214,TO,31,94
Bosconero,45.2685663,7.7650698,TO,32,94
Brandizzo,45.1776535,7.8414756,TO,33,94
Bricherasio,44.8255775,7.3028877,TO,34,94
Brosso,45.4927657,7.8033343,TO,35,94
Brozolo,45.1174194,8.0712784,TO,36,94
Bruino,45.0202313,7.4676911,TO,37,94
Brusasco,45.1559558,8.0600942,TO,38,94
Bruzolo,45.1431255,7.1939769,TO,39,94
Buriasco,44.873355,7.411923,TO,40,94
Burolo,45.4841252,7.9320566,TO,41,94
Busano,45.3288398,7.6557436,TO,42,94
Bussoleno,45.1372801,7.1493187,TO,43,94
Buttigliera Alta,45.0670146,7.4367807,TO,44,94
Cafasse,45.2447136,7.5181235,TO,45,94
Caluso,45.307865,7.8915053,TO,46,94
Cambiano,44.9734576,7.7793248,TO,47,94
Campiglione Fenile,44.8021199,7.3250382,TO,48,94
Candia Canavese,45.3281713,7.8866124,TO,49,94
Candiolo,44.9602633,7.6012111,TO,50,94
Canischio,45.3743498,7.5952182,TO,51,94
Cantalupa,44.9403073,7.3326039,TO,52,94
Cantoira,45.3432391,7.3816797,TO,53,94
Caprie,45.1178654,7.3325065,TO,54,94
Caravino,45.3986096,7.9602135,TO,55,94
Carema,45.5844545,7.8123043,TO,56,94
Carignano,44.9066637,7.6753431,TO,57,94
Carmagnola,44.8465448,7.7181575,TO,58,94
Casalborgone,45.129963,7.9404405,TO,59,94
Cascinette d'Ivrea,45.4784597,7.9046983,TO,60,94
Caselette,45.1058811,7.4832072,TO,61,94
Caselle Torinese,45.1771666,7.6481863,TO,62,94
Castagneto Po,45.1606091,7.8869884,TO,63,94
Castagnole Piemonte,44.8986165,7.5665563,TO,64,94
Castellamonte,45.3833395,7.7098652,TO,65,94
Castelnuovo Nigra,45.4373279,7.6951142,TO,66,94
Castiglione Torinese,45.1233094,7.8160937,TO,67,94
Cavagnolo,45.1520751,8.0513102,TO,68,94
Cavour,44.7840265,7.3752321,TO,69,94
Cercenasco,44.8612571,7.5012581,TO,70,94
Ceres,45.3130821,7.3893433,TO,71,94
Ceresole Reale,45.4326228,7.232541,TO,72,94
Cesana Torinese,44.9524088,6.7942278,TO,73,94
Chialamberto,45.3628633,7.3457007,TO,74,94
Chianocco,45.1485865,7.1693934,TO,75,94
Chiaverano,45.4994028,7.9031274,TO,76,94
Chieri,45.0131517,7.8210716,TO,77,94
Chiesanuova,45.4178128,7.6560592,TO,78,94
Chiomonte,45.1193861,6.9833861,TO,79,94
Chiusa di San Michele,45.1015471,7.3264449,TO,80,94
Chivasso,45.1885564,7.8871395,TO,81,94
Ciconio,45.3303253,7.7598721,TO,82,94
Cintano,45.428055,7.686621,TO,83,94
Cinzano,45.0938984,7.9211215,TO,84,94
Ciriè,45.2320252,7.6037821,TO,85,94
Claviere,44.9386158,6.7493064,TO,86,94
Coassolo Torinese,45.3007164,7.4613293,TO,87,94
Coazze,45.0514173,7.2946436,TO,88,94
Collegno,45.0774011,7.5691295,TO,89,94
Colleretto Castelnuovo,45.4214111,7.6789816,TO,90,94
Colleretto Giacosa,45.4328929,7.7999643,TO,91,94
Condove,45.1171436,7.3107299,TO,92,94
Corio,45.3127462,7.5325615,TO,93,94
Cossano Canavese,45.3883351,7.9933732,TO,94,94
Cuceglio,45.3589326,7.8148439,TO,95,94
Cumiana,44.9827939,7.3743768,TO,96,94
Cuorgnè,45.3912313,7.6489149,TO,97,94
Druento,45.1347332,7.5762042,TO,98,94
Exilles,45.0974909,6.9296242,TO,99,94
Favria,45.3328504,7.6880143,TO,100,94
Feletto,45.305494,7.7471079,TO,101,94
Fenestrelle,45.0342952,7.0518867,TO,102,94
Fiano,45.218123,7.5197835,TO,103,94
Fiorano Canavese,45.4675752,7.8289773,TO,104,94
Foglizzo,45.2720198,7.8231787,TO,105,94
Forno Canavese,45.3468407,7.5867804,TO,106,94
Frassinetto,45.4360373,7.6056789,TO,107,94
Front,45.2795532,7.6655965,TO,108,94
Frossasco,44.9336199,7.3507705,TO,109,94
Garzigliana,44.8367717,7.3747313,TO,110,94
Gassino Torinese,45.1274531,7.8248966,TO,111,94
Germagnano,45.2621833,7.4668644,TO,112,94
Giaglione,45.1396886,7.0141385,TO,113,94
Giaveno,45.0447522,7.3530865,TO,114,94
Givoletto,45.1587801,7.4967729,TO,115,94
Gravere,45.1239188,7.0210728,TO,116,94
Groscavallo,45.3689574,7.2822951,TO,117,94
Grosso,45.2563694,7.5566335,TO,118,94
Grugliasco,45.0621103,7.5778006,TO,119,94
Ingria,45.4662964,7.5708626,TO,120,94
Inverso Pinasca,44.9472274,7.215964,TO,121,94
Isolabella,44.9066417,7.9092678,TO,122,94
Issiglio,45.4468144,7.7541627,TO,123,94
Ivrea,45.4661941,7.8759668,TO,124,94
La Cassa,45.1818247,7.51913,TO,125,94
La Loggia,44.9566759,7.6677072,TO,126,94
Lanzo Torinese,45.2723224,7.4766155,TO,127,94
Lauriano,45.1584557,7.9916695,TO,128,94
Leini,45.1839381,7.7151076,TO,129,94
Lemie,45.2285585,7.2928817,TO,130,94
Lessolo,45.4761616,7.8142197,TO,131,94
Levone,45.3181072,7.6059006,TO,132,94
Locana,45.4169972,7.4612623,TO,133,94
Lombardore,45.2357094,7.7362669,TO,134,94
Lombriasco,44.8415984,7.6357788,TO,135,94
Loranzè,45.4422362,7.810871,TO,136,94
Luserna San Giovanni,44.8143175,7.2457908,TO,137,94
Lusernetta,44.8023618,7.250236,TO,138,94
Lusigliè,45.3185684,7.7664666,TO,139,94
Macello,44.8511751,7.4007927,TO,140,94
Maglione,45.3477069,8.0117445,TO,141,94
Marentino,45.0580041,7.8733297,TO,142,94
Massello,44.9585595,7.0563128,TO,143,94
Mathi,45.2566436,7.5413209,TO,144,94
Mattie,45.1187055,7.1121519,TO,145,94
Mazzè,45.298539,7.9370016,TO,146,94
Meana di Susa,45.1207336,7.0681407,TO,147,94
Mercenasco,45.3569822,7.8825668,TO,148,94
Mezzenile,45.2924068,7.3950199,TO,149,94
Mombello di Torino,45.0463992,7.9195483,TO,150,94
Mompantero,45.1399072,7.0579733,TO,151,94
Monastero di Lanzo,45.3014274,7.4391322,TO,152,94
Moncalieri,45.000924,7.6852479,TO,153,94
Moncenisio,45.2052902,6.9835609,TO,154,94
Montaldo Torinese,45.0663638,7.8508936,TO,155,94
Montalenghe,45.3377263,7.8398563,TO,156,94
Montalto Dora,45.4936297,7.8637946,TO,157,94
Montanaro,45.2328961,7.8528256,TO,158,94
Monteu da Po,45.1505427,8.0147845,TO,159,94
Moriondo Torinese,45.0390614,7.9440556,TO,160,94
Nichelino,44.9951889,7.6473727,TO,161,94
Noasca,45.453056,7.3135435,TO,162,94
Nole,45.2452388,7.5701212,TO,163,94
Nomaglio,45.5351887,7.8597152,TO,164,94
None,44.9323104,7.5412396,TO,165,94
Novalesa,45.1876373,7.0146657,TO,166,94
Oglianico,45.3425704,7.6927438,TO,167,94
Orbassano,45.0070316,7.5369568,TO,168,94
Orio Canavese,45.3284928,7.8602996,TO,169,94
Osasco,44.8494709,7.3431663,TO,170,94
Osasio,44.8694593,7.6075282,TO,171,94
Oulx,45.0312711,6.8322188,TO,172,94
Ozegna,45.3490184,7.7431342,TO,173,94
Palazzo Canavese,45.4574832,7.9780494,TO,174,94
Pancalieri,44.8304699,7.5881618,TO,175,94
Parella,45.42999,7.7910274,TO,176,94
Pavarolo,45.0689255,7.834758,TO,177,94
Pavone Canavese,45.435266,7.853976,TO,178,94
Pecetto Torinese,45.0195573,7.7486999,TO,179,94
Perosa Argentina,44.958097,7.1923703,TO,180,94
Perosa Canavese,45.3971612,7.8292559,TO,181,94
Perrero,44.9374546,7.1152671,TO,182,94
Pertusio,45.3534027,7.6387241,TO,183,94
Pessinetto,45.290546,7.4028471,TO,184,94
Pianezza,45.1006232,7.5463576,TO,185,94
Pinasca,44.9426596,7.2276729,TO,186,94
Pinerolo,44.8873317,7.3320011,TO,187,94
Pino Torinese,45.0435191,7.7721652,TO,188,94
Piobesi Torinese,44.9330545,7.6119311,TO,189,94
Piossasco,44.9906984,7.4627552,TO,190,94
Piscina,44.9194615,7.4258975,TO,191,94
Piverone,45.4475488,8.0071026,TO,192,94
Poirino,44.9211961,7.8436194,TO,193,94
Pomaretto,44.9550641,7.1822031,TO,194,94
Pont Canavese,45.4207331,7.5935708,TO,195,94
Porte,44.8875621,7.2679852,TO,196,94
Pragelato,45.0162744,6.9422934,TO,197,94
Prali,44.8904046,7.0490437,TO,198,94
Pralormo,44.8613542,7.9006632,TO,199,94
Pramollo,44.9045853,7.2116986,TO,200,94
Prarostino,44.8658369,7.2697215,TO,201,94
Prascorsano,45.3676604,7.6157085,TO,202,94
Pratiglione,45.3536517,7.5960906,TO,203,94
Quagliuzzo,45.4264997,7.7818365,TO,204,94
Quassolo,45.5249408,7.8324759,TO,205,94
Quincinetto,45.5608176,7.8057688,TO,206,94
Reano,45.0517062,7.429554,TO,207,94
Ribordone,45.4316138,7.502419,TO,208,94
Rivalba,45.1188065,7.8870447,TO,209,94
Rivalta di Torino,45.0345441,7.5232926,TO,210,94
Riva presso Chieri,44.9862792,7.8691993,TO,211,94
Rivara,45.3323186,7.6250614,TO,212,94
Rivarolo Canavese,45.3327982,7.7252212,TO,213,94
Rivarossa,45.2512811,7.7171996,TO,214,94
Rivoli,45.070628,7.5339449,TO,215,94
Robassomero,45.200084,7.5701592,TO,216,94
Rocca Canavese,45.3094102,7.578537,TO,217,94
Roletto,44.9252466,7.3306684,TO,218,94
Romano Canavese,45.3913474,7.8679044,TO,219,94
Ronco Canavese,45.4994349,7.5456723,TO,220,94
Rondissone,45.24679,7.9658163,TO,221,94
Rorà,44.7923004,7.1984925,TO,222,94
Roure,45.0010825,7.1290852,TO,223,94
Rosta,45.0714196,7.4639672,TO,224,94
Rubiana,45.1392048,7.3823984,TO,225,94
Rueglio,45.4678542,7.7558219,TO,226,94
Salassa,45.3595602,7.6893918,TO,227,94
Salbertrand,45.0723713,6.8836881,TO,228,94
Salerano Canavese,45.4564477,7.8499024,TO,229,94
Salza di Pinerolo,44.9405416,7.053245,TO,230,94
Samone,45.4492906,7.8456432,TO,231,94
San Benigno Canavese,45.2239633,7.7826551,TO,232,94
San Carlo Canavese,45.2481552,7.6101615,TO,233,94
San Colombano Belmonte,45.3814438,7.618451,TO,234,94
San Didero,45.1351631,7.215155,TO,235,94
San Francesco al Campo,45.2255394,7.6556646,TO,236,94
Sangano,45.0262347,7.4505386,TO,237,94
San Germano Chisone,44.8987128,7.2408566,TO,238,94
San Gillio,45.1420605,7.5338325,TO,239,94
San Giorgio Canavese,45.3354473,7.7942594,TO,240,94
San Giorio di Susa,45.1284155,7.1775315,TO,241,94
San Giusto Canavese,45.3122172,7.8083334,TO,242,94
San Martino Canavese,45.3945985,7.8183624,TO,243,94
San Maurizio Canavese,45.2191199,7.630753,TO,244,94
San Mauro Torinese,45.1030953,7.7663283,TO,245,94
San Pietro Val Lemina,44.9073254,7.3135553,TO,246,94
San Ponso,45.3508201,7.6675166,TO,247,94
San Raffaele Cimena,45.1472256,7.8486967,TO,248,94
San Sebastiano da Po,45.1664428,7.9534693,TO,249,94
San Secondo di Pinerolo,44.8665626,7.2986478,TO,250,94
Sant'Ambrogio di Torino,45.0996877,7.3593131,TO,251,94
Quarona,45.7598619,8.2654215,VC,366,102
Sant'Antonino di Susa,45.1070831,7.2735097,TO,252,94
Santena,44.9496848,7.7731601,TO,253,94
Sauze di Cesana,44.9404442,6.8604972,TO,254,94
Sauze d'Oulx,45.0280858,6.8582494,TO,255,94
Scalenghe,44.888306,7.4979654,TO,256,94
Scarmagno,45.3858304,7.8407105,TO,257,94
Sciolze,45.0950363,7.8776624,TO,258,94
Sestriere,44.9576468,6.8765512,TO,259,94
Settimo Rottaro,45.4049042,7.9922308,TO,260,94
Settimo Torinese,45.1369893,7.7712401,TO,261,94
Settimo Vittone,45.5481131,7.8317209,TO,262,94
Sparone,45.4133052,7.5442141,TO,263,94
Strambinello,45.4232477,7.768662,TO,264,94
Strambino,45.3845912,7.8806282,TO,265,94
Susa,45.1352513,7.0464196,TO,266,94
Tavagnasco,45.5432265,7.8226103,TO,267,94
Torino,45.073274,7.6806875,TO,268,94
Torrazza Piemonte,45.2152115,7.9749012,TO,269,94
Torre Canavese,45.3918288,7.7605391,TO,270,94
Torre Pellice,44.8207373,7.2239787,TO,271,94
Trana,45.0370941,7.4173032,TO,272,94
Traversella,45.5094155,7.7504099,TO,273,94
Traves,45.2705812,7.4297477,TO,274,94
Trofarello,44.9859626,7.7403033,TO,275,94
Usseaux,45.0484973,7.0268735,TO,276,94
Usseglio,45.2327269,7.2172202,TO,277,94
Vaie,45.1018931,7.2866307,TO,278,94
Val della Torre,45.1555656,7.4494114,TO,279,94
Valgioie,45.0760079,7.3396396,TO,280,94
Vallo Torinese,45.2235028,7.4992892,TO,281,94
Valperga,45.3702749,7.656787,TO,282,94
Valprato Soana,45.52238,7.5489663,TO,283,94
Varisella,45.2098424,7.4890253,TO,284,94
Vauda Canavese,45.2792452,7.6182078,TO,285,94
Venaus,45.1547026,7.0119477,TO,286,94
Venaria Reale,45.1325378,7.6314973,TO,287,94
Verolengo,45.1890505,7.9671578,TO,288,94
Verrua Savoia,45.1565508,8.0931476,TO,289,94
Vestignè,45.3867057,7.9538786,TO,290,94
Vialfrè,45.380843,7.8181718,TO,291,94
Vidracco,45.4304595,7.7590151,TO,292,94
Vigone,44.842352,7.4945243,TO,293,94
Villafranca Piemonte,44.7812774,7.5045086,TO,294,94
Villanova Canavese,45.2429376,7.5535404,TO,295,94
Villarbasse,45.0448707,7.468001,TO,296,94
Villar Dora,45.1178382,7.3838222,TO,297,94
Villareggia,45.3110147,7.9785,TO,298,94
Villar Focchiardo,45.1097152,7.2266896,TO,299,94
Villar Pellice,44.8085876,7.1582795,TO,300,94
Villar Perosa,44.9201904,7.249269,TO,301,94
Villastellone,44.9215522,7.7453533,TO,302,94
Vinovo,44.9487821,7.6342416,TO,303,94
Virle Piemonte,44.8659384,7.5688908,TO,304,94
Vische,45.3315726,7.9513803,TO,305,94
Vistrorio,45.441102,7.7694197,TO,306,94
Viù,45.2389441,7.3764679,TO,307,94
Volpiano,45.2019004,7.7755503,TO,308,94
Volvera,44.9550226,7.5123049,TO,309,94
Mappano,45.1509961,7.7037794,TO,310,94
Val di Chy,45.4620917,7.773137,TO,311,94
Valchiusa,45.5203531,7.7071195,TO,312,94
Alagna Valsesia,45.8533368,7.9381296,VC,313,102
Albano Vercellese,45.4251196,8.3805828,VC,314,102
Alice Castello,45.3665324,8.0746946,VC,315,102
Arborio,45.4960914,8.3889854,VC,316,102
Asigliano Vercellese,45.2611784,8.4061942,VC,317,102
Balmuccia,45.8183577,8.1382562,VC,318,102
Balocco,45.4555397,8.2810335,VC,319,102
Bianzè,45.3073811,8.1200641,VC,320,102
Boccioleto,45.8299973,8.1132908,VC,321,102
Borgo d'Ale,45.3499212,8.053727,VC,322,102
Borgosesia,45.7167385,8.2764104,VC,323,102
Borgo Vercelli,45.3571618,8.4663705,VC,324,102
Buronzo,45.4821244,8.2683343,VC,325,102
Campertogno,45.7986834,8.032167,VC,326,102
Carcoforo,45.9089017,8.0489014,VC,327,102
Caresana,45.2210857,8.5064856,VC,328,102
Caresanablot,45.3573559,8.3887727,VC,329,102
Carisio,45.4084654,8.198586,VC,330,102
Casanova Elvo,45.3995339,8.2933068,VC,331,102
San Giacomo Vercellese,45.4974175,8.3253451,VC,332,102
Cervatto,45.8830922,8.162354,VC,333,102
Cigliano,45.3095599,8.021489,VC,334,102
Civiasco,45.8066954,8.2927871,VC,335,102
Collobiano,45.3971293,8.3485358,VC,336,102
Costanzana,45.2361993,8.3700654,VC,337,102
Cravagliana,45.8473583,8.2011295,VC,338,102
Crescentino,45.1923283,8.1025827,VC,339,102
Crova,45.3300408,8.2119299,VC,340,102
Desana,45.2687361,8.3574505,VC,341,102
Fobello,45.8895691,8.1589187,VC,342,102
Fontanetto Po,45.1933967,8.1917165,VC,343,102
Formigliana,45.4287819,8.2929105,VC,344,102
Gattinara,45.617352,8.3712807,VC,345,102
Ghislarengo,45.5293231,8.384323,VC,346,102
Greggio,45.4518081,8.3824755,VC,347,102
Guardabosone,45.7009478,8.2503224,VC,348,102
Lamporo,45.2300833,8.0975502,VC,349,102
Lenta,45.5555702,8.384448,VC,350,102
Lignana,45.2852984,8.3460464,VC,351,102
Livorno Ferraris,45.2816618,8.0819976,VC,352,102
Lozzolo,45.6225953,8.3220794,VC,353,102
Mollia,45.8152932,8.0309665,VC,354,102
Moncrivello,45.3312332,7.9958611,VC,355,102
Motta de' Conti,45.1915035,8.520771,VC,356,102
Olcenengo,45.3635979,8.3113898,VC,357,102
Oldenico,45.4023576,8.3827208,VC,358,102
Palazzolo Vercellese,45.1845011,8.2328243,VC,359,102
Pertengo,45.2356219,8.417629,VC,360,102
Pezzana,45.2620659,8.4842019,VC,361,102
Pila,45.7702581,8.0808151,VC,362,102
Piode,45.7697758,8.0530867,VC,363,102
Postua,45.7141971,8.2314962,VC,364,102
Prarolo,45.2822302,8.4793438,VC,365,102
Quinto Vercellese,45.3804833,8.3621848,VC,367,102
Rassa,45.7686363,8.0141933,VC,368,102
Rimella,45.9079532,8.1825922,VC,369,102
Rive,45.2125683,8.4183193,VC,370,102
Roasio,45.6086313,8.2889284,VC,371,102
Ronsecco,45.2535053,8.2777719,VC,372,102
Rossa,45.8335577,8.1256449,VC,373,102
Rovasenda,45.5367966,8.3136149,VC,374,102
Salasco,45.3252919,8.2637808,VC,375,102
Sali Vercellese,45.3093341,8.3296825,VC,376,102
Saluggia,45.2358358,8.0111381,VC,377,102
San Germano Vercellese,45.3501865,8.2509496,VC,378,102
Santhià,45.3669258,8.1743501,VC,379,102
Scopa,45.7917234,8.1131603,VC,380,102
Scopello,45.773683,8.0948415,VC,381,102
Serravalle Sesia,45.6861578,8.3114752,VC,382,102
Stroppiana,45.2313972,8.4534773,VC,383,102
Tricerro,45.2337999,8.3251494,VC,384,102
Trino,45.1942074,8.2969005,VC,385,102
Tronzano Vercellese,45.3427938,8.1746927,VC,386,102
Valduggia,45.7263977,8.3278565,VC,387,102
Varallo,45.8140503,8.2562118,VC,388,102
Vercelli,45.3239845,8.4232343,VC,389,102
Villarboit,45.436658,8.336869,VC,390,102
Villata,45.3856147,8.4326028,VC,391,102
Vocca,45.8309936,8.1875302,VC,392,102
Alto Sermenza,45.8766505,8.0290443,VC,393,102
Cellio con Breia,45.7607085,8.3117469,VC,394,102
Agrate Conturbia,45.6759896,8.5599266,NO,395,59
Ameno,45.7887932,8.4394275,NO,396,59
Armeno,45.8219765,8.4391789,NO,397,59
Arona,45.7604019,8.5594897,NO,398,59
Barengo,45.5747818,8.5120132,NO,399,59
Bellinzago Novarese,45.5703104,8.6397311,NO,400,59
Biandrate,45.4537873,8.4637055,NO,401,59
Boca,45.6782956,8.4087054,NO,402,59
Bogogno,45.6671743,8.5344991,NO,403,59
Bolzano Novarese,45.7628355,8.4441526,NO,404,59
Borgolavezzaro,45.3183864,8.6992676,NO,405,59
Borgomanero,45.698883,8.4629865,NO,406,59
Borgo Ticino,45.6880765,8.6039222,NO,407,59
Briga Novarese,45.7313926,8.4515914,NO,408,59
Briona,45.5422061,8.4798193,NO,409,59
Caltignaga,45.517092,8.5879148,NO,410,59
Cameri,45.5010303,8.6622435,NO,411,59
Carpignano Sesia,45.5353124,8.4183407,NO,412,59
Casalbeltrame,45.4362445,8.4683785,NO,413,59
Casaleggio Novara,45.4863093,8.4926659,NO,414,59
Casalino,45.357685,8.5227352,NO,415,59
Casalvolone,45.3994628,8.4643646,NO,416,59
Castellazzo Novarese,45.5139988,8.4887075,NO,417,59
Castelletto sopra Ticino,45.7140591,8.6423732,NO,418,59
Cavaglietto,45.6028078,8.5009121,NO,419,59
Cavaglio d'Agogna,45.6118196,8.482786,NO,420,59
Cavallirio,45.664969,8.3967364,NO,421,59
Cerano,45.4106786,8.7808551,NO,422,59
Colazza,45.7926355,8.4990851,NO,423,59
Comignago,45.7152483,8.5651231,NO,424,59
Cressa,45.648002,8.5074836,NO,425,59
Cureggio,45.6751385,8.4613609,NO,426,59
Divignano,45.6622872,8.6014953,NO,427,59
Dormelletto,45.7301706,8.5731841,NO,428,59
Fara Novarese,45.5551244,8.4591121,NO,429,59
Fontaneto d'Agogna,45.639867,8.4845827,NO,430,59
Galliate,45.4777007,8.6952726,NO,431,59
Garbagna Novarese,45.3866548,8.6596796,NO,432,59
Gargallo,45.7275134,8.4292154,NO,433,59
Ghemme,45.5978178,8.420091,NO,434,59
Gozzano,45.7475661,8.4346508,NO,435,59
Granozzo con Monticello,45.3601442,8.5741367,NO,436,59
Grignasco,45.6819106,8.3397089,NO,437,59
Invorio,45.7559157,8.4867397,NO,438,59
Landiona,45.4969127,8.4221687,NO,439,59
Lesa,45.8301213,8.5648443,NO,440,59
Maggiora,45.6907627,8.4209948,NO,441,59
Mandello Vitta,45.495238,8.4591859,NO,442,59
Marano Ticino,45.6298317,8.6319364,NO,443,59
Massino Visconti,45.8219143,8.5388081,NO,444,59
Meina,45.7900448,8.5376017,NO,445,59
Mezzomerico,45.6202916,8.60462,NO,446,59
Miasino,45.8021998,8.430361,NO,447,59
Momo,45.573919,8.5553705,NO,448,59
Nebbiuno,45.8060862,8.5242387,NO,449,59
Nibbiola,45.3717892,8.6563525,NO,450,59
Novara,45.44589,8.6219159,NO,451,59
Oleggio,45.596695,8.6373638,NO,452,59
Oleggio Castello,45.7493254,8.5297117,NO,453,59
Orta San Giulio,45.7991727,8.4056846,NO,454,59
Paruzzaro,45.7486966,8.5134575,NO,455,59
Pella,45.7970808,8.3831169,NO,456,59
Pettenasco,45.8173318,8.4085751,NO,457,59
Pisano,45.7935586,8.5104372,NO,458,59
Pogno,45.7566818,8.3830747,NO,459,59
Pombia,45.6492746,8.6323887,NO,460,59
Prato Sesia,45.6478829,8.3737739,NO,461,59
Recetto,45.4608115,8.4360882,NO,462,59
Romagnano Sesia,45.6333577,8.3828761,NO,463,59
Romentino,45.4626094,8.7208535,NO,464,59
San Maurizio d'Opaglio,45.7724817,8.390958,NO,465,59
San Nazzaro Sesia,45.4381361,8.4235666,NO,466,59
San Pietro Mosezzo,45.4556152,8.5434721,NO,467,59
Sillavengo,45.5204608,8.4405271,NO,468,59
Sizzano,45.5773532,8.4373333,NO,469,59
Soriso,45.7422787,8.4093648,NO,470,59
Sozzago,45.397822,8.7209774,NO,471,59
Suno,45.6311527,8.5409244,NO,472,59
Terdobbiate,45.3763568,8.695097,NO,473,59
Tornaco,45.3573679,8.7179066,NO,474,59
Trecate,45.4319091,8.7350555,NO,475,59
Vaprio d'Agogna,45.6035421,8.5540506,NO,476,59
Varallo Pombia,45.6667102,8.6330527,NO,477,59
Vespolate,45.3494764,8.6690381,NO,478,59
Vicolungo,45.4788349,8.4613171,NO,479,59
Vinzaglio,45.3236585,8.5184053,NO,480,59
Gattico-Veruno,45.705204,8.5268386,NO,481,59
Acceglio,44.4757985,6.9912226,CN,482,25
Aisone,44.3134369,7.2208339,CN,483,25
Alba,44.700916,8.035699,CN,484,25
Albaretto della Torre,44.5959075,8.0640823,CN,485,25
Alto,44.1082689,8.0036858,CN,486,25
Argentera,44.3795782,6.9693782,CN,487,25
Arguello,44.5829193,8.1106798,CN,488,25
Bagnasco,44.3020597,8.0425832,CN,489,25
Bagnolo Piemonte,44.7598976,7.3154823,CN,490,25
Baldissero d'Alba,44.7587078,7.9157493,CN,491,25
Barbaresco,44.7255426,8.0804646,CN,492,25
Barge,44.7252145,7.3233938,CN,493,25
Barolo,44.6098752,7.9418082,CN,494,25
Bastia Mondovì,44.4413762,7.8933219,CN,495,25
Battifollo,44.3191594,8.0094814,CN,496,25
Beinette,44.3656571,7.6457067,CN,497,25
Bellino,44.5805979,7.0171607,CN,498,25
Belvedere Langhe,44.4945561,7.9741677,CN,499,25
Bene Vagienna,44.5452312,7.8328253,CN,500,25
Benevello,44.6281819,8.1059188,CN,501,25
Bergolo,44.5480034,8.183526,CN,502,25
Bernezzo,44.3885948,7.4353103,CN,503,25
Bonvicino,44.5036111,8.0159202,CN,504,25
Borgomale,44.6204344,8.1327556,CN,505,25
Borgo San Dalmazzo,44.3287485,7.4874639,CN,506,25
Bosia,44.6024594,8.1462032,CN,507,25
Bossolasco,44.5267822,8.0575028,CN,508,25
Boves,44.3298085,7.5519949,CN,509,25
Bra,44.6981762,7.8547477,CN,510,25
Briaglia,44.395107,7.8769895,CN,511,25
Briga Alta,44.0832046,7.7507606,CN,512,25
Brondello,44.6000492,7.4051372,CN,513,25
Brossasco,44.570289,7.3604423,CN,514,25
Busca,44.5136882,7.4735215,CN,515,25
Camerana,44.4226542,8.1407987,CN,516,25
Canale,44.7972027,7.9914096,CN,517,25
Canosio,44.4553172,7.0813913,CN,518,25
Caprauna,44.1158086,7.9549407,CN,519,25
Caraglio,44.417706,7.427621,CN,520,25
Caramagna Piemonte,44.7804298,7.7411759,CN,521,25
Cardè,44.7441733,7.478216,CN,522,25
Carrù,44.4785823,7.8800643,CN,523,25
Cartignano,44.4770751,7.2876953,CN,524,25
Casalgrasso,44.8194982,7.6249607,CN,525,25
Castagnito,44.7564728,8.0301526,CN,526,25
Casteldelfino,44.5909638,7.0690319,CN,527,25
Castelletto Stura,44.4442194,7.6390511,CN,528,25
Castelletto Uzzone,44.4925707,8.1859833,CN,529,25
Castellinaldo d'Alba,44.7753259,8.0315351,CN,530,25
Castellino Tanaro,44.4277639,7.9818872,CN,531,25
Castelmagno,44.4091542,7.2123292,CN,532,25
Castelnuovo di Ceva,44.3532974,8.1301966,CN,533,25
Castiglione Falletto,44.6233304,7.9790348,CN,534,25
Castiglione Tinella,44.7260407,8.1894313,CN,535,25
Castino,44.6169882,8.1812139,CN,536,25
Cavallerleone,44.7394377,7.6627358,CN,537,25
Cavallermaggiore,44.7078515,7.687748,CN,538,25
Celle di Macra,44.4825618,7.1796736,CN,539,25
Centallo,44.5041151,7.5901488,CN,540,25
Ceresole Alba,44.7995197,7.8205661,CN,541,25
Cerretto Langhe,44.5743318,8.0978397,CN,542,25
