denominazione_comune,lat,lon,sigla_provincia,id,id_province
Riolo Terme,44.2761462,11.7245473,RA,3920,75
Russi,44.3724117,12.032892,RA,3921,75
Sant'Agata sul Santerno,44.4423224,11.8616541,RA,3922,75
Solarolo,44.3601603,11.843752,RA,3923,75
Bagno di Romagna,43.8577896,11.9768614,FC,3924,32
Bertinoro,44.1488999,12.1342503,FC,3925,32
Borghi,44.0314491,12.3545688,FC,3926,32
Castrocaro Terme e Terra del Sole,44.1760548,11.9500265,FC,3927,32
Cesena,44.1365352,12.2421742,FC,3928,32
Cesenatico,44.1995224,12.3954409,FC,3929,32
Civitella di Romagna,44.0068447,11.9382572,FC,3930,32
Dovadola,44.1216054,11.8874671,FC,3931,32
Forlì,44.222673,12.0406854,FC,3932,32
Forlimpopoli,44.1872153,12.126637,FC,3933,32
Galeata,43.9964072,11.9103695,FC,3934,32
Gambettola,44.1199924,12.3390715,FC,3935,32
Gatteo,44.1096031,12.3861093,FC,3936,32
Longiano,44.0740787,12.3269215,FC,3937,32
Meldola,44.1269607,12.0606161,FC,3938,32
Mercato Saraceno,43.956997,12.1958436,FC,3939,32
Modigliana,44.1562598,11.7926003,FC,3940,32
Montiano,44.0834975,12.3042419,FC,3941,32
Portico e San Benedetto,44.0258495,11.7809188,FC,3942,32
Predappio,44.1017999,11.9805002,FC,3943,32
Premilcuore,43.9763994,11.7756923,FC,3944,32
Rocca San Casciano,44.0614396,11.8422324,FC,3945,32
Roncofreddo,44.0418676,12.3180857,FC,3946,32
San Mauro Pascoli,44.1070182,12.4154914,FC,3947,32
Santa Sofia,43.946882,11.9079553,FC,3948,32
Sarsina,43.9185663,12.1408612,FC,3949,32
Savignano sul Rubicone,44.092084,12.3990833,FC,3950,32
Sogliano al Rubicone,44.0048669,12.300135,FC,3951,32
Tredozio,44.0793392,11.7437031,FC,3952,32
Verghereto,43.7956295,12.0058767,FC,3953,32
Acqualagna,43.6167088,12.6708705,PU,3954,72
Apecchio,43.5582798,12.4196389,PU,3955,72
Belforte all'Isauro,43.7169908,12.3756246,PU,3956,72
Borgo Pace,43.6581493,12.2946183,PU,3957,72
Cagli,43.5463595,12.6480136,PU,3958,72
Cantiano,43.4736345,12.6272316,PU,3959,72
Carpegna,43.7811962,12.3359932,PU,3960,72
Cartoceto,43.764562,12.8837669,PU,3961,72
Fano,43.8433832,13.0196595,PU,3962,72
Fermignano,43.6764701,12.6452801,PU,3963,72
Fossombrone,43.6888324,12.805711,PU,3964,72
Fratte Rosa,43.6319408,12.9009725,PU,3965,72
Frontino,43.7645631,12.3774372,PU,3966,72
Frontone,43.5145992,12.7389091,PU,3967,72
Gabicce Mare,43.9665717,12.7564792,PU,3968,72
Gradara,43.9407597,12.7730036,PU,3969,72
Isola del Piano,43.7371374,12.7829328,PU,3970,72
Lunano,43.7304503,12.440985,PU,3971,72
Macerata Feltria,43.8030642,12.4427742,PU,3972,72
Mercatello sul Metauro,43.6474886,12.3367525,PU,3973,72
Mercatino Conca,43.870409,12.4935032,PU,3974,72
Mombaroccio,43.7968182,12.8548783,PU,3975,72
Mondavio,43.6745153,12.9685999,PU,3976,72
Mondolfo,43.7515001,13.0954608,PU,3977,72
Montecalvo in Foglia,43.8115272,12.6315787,PU,3978,72
Monte Cerignone,43.8409706,12.4126317,PU,3979,72
Montefelcino,43.7350471,12.8332027,PU,3980,72
Monte Grimano Terme,43.8654251,12.472847,PU,3981,72
Montelabbate,43.8490546,12.7907613,PU,3982,72
Monte Porzio,43.6898455,13.0451839,PU,3983,72
Peglio,43.696019,12.4960371,PU,3984,72
Pergola,43.5628603,12.8359884,PU,3985,72
Pesaro,43.9101234,12.9134588,PU,3986,72
Petriano,43.7802956,12.7333529,PU,3987,72
Piandimeleto,43.724141,12.4151338,PU,3988,72
Pietrarubbia,43.804184,12.3773996,PU,3989,72
Piobbico,43.5888025,12.5103479,PU,3990,72
San Costanzo,43.7630991,13.0695087,PU,3991,72
San Lorenzo in Campo,43.603401,12.945432,PU,3992,72
Sant'Angelo in Vado,43.6648772,12.4132666,PU,3993,72
Sant'Ippolito,43.6848064,12.8710336,PU,3994,72
Serra Sant'Abbondio,43.4908273,12.7706166,PU,3995,72
Tavoleto,43.8462146,12.5926362,PU,3996,72
Tavullia,43.8979252,12.7531967,PU,3997,72
Urbania,43.6683566,12.5242662,PU,3998,72
Urbino,43.7251026,12.6372978,PU,3999,72
Vallefoglia,43.8276687,12.7369513,PU,4000,72
Colli al Metauro,43.748869,12.8989031,PU,4001,72
Terre Roveresche,43.7053736,12.9591843,PU,4002,72
Sassocorvaro Auditore,43.8000414,12.5231164,PU,4003,72
Agugliano,43.5433546,13.3858022,AN,4004,3
Ancona,43.616739,13.5188738,AN,4005,3
Arcevia,43.4999756,12.9395971,AN,4006,3
Barbara,43.5807791,13.0247378,AN,4007,3
Belvedere Ostrense,43.5804158,13.1668226,AN,4008,3
Camerano,43.5309056,13.5530271,AN,4009,3
Camerata Picena,43.5781832,13.3527525,AN,4010,3
Castelbellino,43.4878126,13.1460649,AN,4011,3
Castelfidardo,43.4645035,13.5465946,AN,4012,3
Castelleone di Suasa,43.6072219,12.976767,AN,4013,3
Castelplanio,43.4945667,13.081351,AN,4014,3
Cerreto d'Esi,43.3207154,12.9851517,AN,4015,3
Chiaravalle,43.5997118,13.3255503,AN,4016,3
Corinaldo,43.6488281,13.0477262,AN,4017,3
Cupramontana,43.4455294,13.1156713,AN,4018,3
Fabriano,43.3362434,12.9047222,AN,4019,3
Falconara Marittima,43.6232703,13.3939252,AN,4020,3
Filottrano,43.4356539,13.3512814,AN,4021,3
Genga,43.4295753,12.9351022,AN,4022,3
Jesi,43.522797,13.2438253,AN,4023,3
Loreto,43.4402603,13.607927,AN,4024,3
Maiolati Spontini,43.4773147,13.1191043,AN,4025,3
Mergo,43.4714014,13.0373856,AN,4026,3
Monsano,43.5634614,13.2503073,AN,4027,3
Montecarotto,43.5263416,13.0645257,AN,4028,3
Montemarciano,43.6400648,13.3102266,AN,4029,3
Monte Roberto,43.4814171,13.1385117,AN,4030,3
Monte San Vito,43.6005627,13.2709708,AN,4031,3
Morro d'Alba,43.6011086,13.2140516,AN,4032,3
Numana,43.5134498,13.6215119,AN,4033,3
Offagna,43.5272342,13.4414789,AN,4034,3
Osimo,43.4861663,13.4819051,AN,4035,3
Ostra,43.61266,13.1583871,AN,4036,3
Ostra Vetere,43.6036926,13.0573619,AN,4037,3
Poggio San Marcello,43.511574,13.077049,AN,4038,3
Polverigi,43.5251834,13.3941208,AN,4039,3
Rosora,43.4827323,13.069191,AN,4040,3
San Marcello,43.5767174,13.2062068,AN,4041,3
San Paolo di Jesi,43.4548576,13.1735666,AN,4042,3
Santa Maria Nuova,43.4959218,13.3105321,AN,4043,3
Sassoferrato,43.4359751,12.8586508,AN,4044,3
Senigallia,43.7148084,13.2177788,AN,4045,3
Serra de' Conti,43.5425575,13.0377712,AN,4046,3
Serra San Quirico,43.4475564,13.0148311,AN,4047,3
Sirolo,43.5259967,13.6160384,AN,4048,3
Staffolo,43.4328371,13.1863169,AN,4049,3
Trecastelli,43.6858578,13.1075242,AN,4050,3
Apiro,43.3924489,13.1310117,MC,4051,51
Appignano,43.3640451,13.3462364,MC,4052,51
Belforte del Chienti,43.1642271,13.2377232,MC,4053,51
Bolognola,42.994231,13.2268443,MC,4054,51
Caldarola,43.1384268,13.2262685,MC,4055,51
Camerino,43.1353366,13.0676612,MC,4056,51
Camporotondo di Fiastrone,43.1317679,13.2655238,MC,4057,51
Castelraimondo,43.2099756,13.0576979,MC,4058,51
Castelsantangelo sul Nera,42.8944433,13.153074,MC,4059,51
Cessapalombo,43.1090721,13.2584077,MC,4060,51
Cingoli,43.3742563,13.2164666,MC,4061,51
Civitanova Marche,43.3066568,13.728028,MC,4062,51
Colmurano,43.1638441,13.3567034,MC,4063,51
Corridonia,43.248159,13.5088662,MC,4064,51
Esanatoglia,43.2514296,12.9461674,MC,4065,51
Fiastra,43.0357431,13.1560052,MC,4066,51
Fiuminata,43.188617,12.931681,MC,4067,51
Gagliole,43.2394353,13.0680812,MC,4068,51
Gualdo,43.0673302,13.3379417,MC,4069,51
Loro Piceno,43.1660753,13.4161895,MC,4070,51
Macerata,43.3002138,13.45307,MC,4071,51
Matelica,43.2565875,13.0095161,MC,4072,51
Mogliano,43.1859764,13.4808207,MC,4073,51
Montecassiano,43.3637291,13.4359356,MC,4074,51
Monte Cavallo,42.993533,13.0011551,MC,4075,51
Montecosaro,43.3168216,13.6352507,MC,4076,51
Montefano,43.4118948,13.4397496,MC,4077,51
Montelupone,43.3443602,13.5671218,MC,4078,51
Monte San Giusto,43.2359884,13.5942744,MC,4079,51
Monte San Martino,43.0311429,13.439369,MC,4080,51
Morrovalle,43.3146636,13.5800242,MC,4081,51
Muccia,43.0820663,13.0440499,MC,4082,51
Penna San Giovanni,43.0565456,13.4237424,MC,4083,51
Petriolo,43.221,13.4656263,MC,4084,51
Pieve Torina,43.0442989,13.0503853,MC,4085,51
Pioraco,43.1787552,12.9848424,MC,4086,51
Poggio San Vicino,43.3746855,13.0788374,MC,4087,51
Pollenza,43.2677962,13.3476021,MC,4088,51
Porto Recanati,43.4298113,13.6648926,MC,4089,51
Potenza Picena,43.3662334,13.6202567,MC,4090,51
Recanati,43.4038105,13.5488358,MC,4091,51
Ripe San Ginesio,43.1430211,13.3674937,MC,4092,51
San Ginesio,43.1079828,13.3167269,MC,4093,51
San Severino Marche,43.2288309,13.1771113,MC,4094,51
Sant'Angelo in Pontano,43.0992628,13.3954761,MC,4095,51
Sarnano,43.0354476,13.3010647,MC,4096,51
Sefro,43.1462185,12.9492539,MC,4097,51
Serrapetrona,43.1768922,13.189371,MC,4098,51
Serravalle di Chienti,43.0718174,12.9520207,MC,4099,51
Tolentino,43.2086997,13.284298,MC,4100,51
Treia,43.3112549,13.3123024,MC,4101,51
Urbisaglia,43.1970172,13.3767884,MC,4102,51
Ussita,42.9440529,13.1384546,MC,4103,51
Visso,42.9307271,13.0883056,MC,4104,51
Valfornace,43.054621,13.1122565,MC,4105,51
Acquasanta Terme,42.7690896,13.4093022,AP,4106,5
Acquaviva Picena,42.9447002,13.8146411,AP,4107,5
Appignano del Tronto,42.899055,13.6660396,AP,4108,5
Arquata del Tronto,42.7726076,13.2967706,AP,4109,5
Ascoli Piceno,42.8531911,13.576909,AP,4110,5
Carassai,43.032118,13.6837282,AP,4111,5
Castel di Lama,42.8688814,13.7128933,AP,4112,5
Castignano,42.938032,13.6215543,AP,4113,5
Castorano,42.8983024,13.7276201,AP,4114,5
Colli del Tronto,42.8779784,13.748157,AP,4115,5
Comunanza,42.9575529,13.4139156,AP,4116,5
Cossignano,42.984118,13.6879079,AP,4117,5
Cupra Marittima,43.0250583,13.8590131,AP,4118,5
Folignano,42.8210075,13.6325818,AP,4119,5
Force,42.9629737,13.4910459,AP,4120,5
Grottammare,42.988434,13.8683388,AP,4121,5
Maltignano,42.8316002,13.687176,AP,4122,5
Massignano,43.0508282,13.7970219,AP,4123,5
Monsampolo del Tronto,42.8974386,13.7909508,AP,4124,5
Montalto delle Marche,42.9873383,13.6071308,AP,4125,5
Montedinove,42.9707143,13.5869646,AP,4126,5
Montefiore dell'Aso,43.0515871,13.7508962,AP,4127,5
Montegallo,42.8421628,13.3329888,AP,4128,5
Montemonaco,42.899464,13.3269576,AP,4129,5
Monteprandone,42.9200686,13.8357344,AP,4130,5
Offida,42.9351691,13.6919287,AP,4131,5
Palmiano,42.8992889,13.4585508,AP,4132,5
Ripatransone,43.0001367,13.7626448,AP,4133,5
Roccafluvione,42.8612355,13.4752134,AP,4134,5
Rotella,42.9544968,13.5609301,AP,4135,5
San Benedetto del Tronto,42.9436023,13.8829086,AP,4136,5
Spinetoli,42.8893074,13.773408,AP,4137,5
Venarotta,42.8811534,13.4928206,AP,4138,5
Aulla,44.2093308,9.9681547,MS,4139,56
Bagnone,44.3153772,9.9944278,MS,4140,56
Carrara,44.077284,10.0967828,MS,4141,56
Casola in Lunigiana,44.201158,10.1757178,MS,4142,56
Comano,44.2972141,10.1348789,MS,4143,56
Filattiera,44.331267,9.9368775,MS,4144,56
Fivizzano,44.237048,10.1228324,MS,4145,56
Fosdinovo,44.134366,10.0190587,MS,4146,56
Licciana Nardi,44.264972,10.0385393,MS,4147,56
Massa,44.0367284,10.141738,MS,4148,56
Montignoso,44.0181301,10.1764828,MS,4149,56
Mulazzo,44.321652,9.9070753,MS,4150,56
Podenzana,44.2063609,9.9412224,MS,4151,56
Pontremoli,44.3773761,9.8829482,MS,4152,56
Tresana,44.2382312,9.9515586,MS,4153,56
Villafranca in Lunigiana,44.2919726,9.9510258,MS,4154,56
Zeri,44.3529056,9.7635024,MS,4155,56
Altopascio,43.8150175,10.6747442,LU,4156,49
Bagni di Lucca,44.0105317,10.5912028,LU,4157,49
Barga,44.0730326,10.4847758,LU,4158,49
Borgo a Mozzano,43.9785065,10.5436003,LU,4159,49
Camaiore,43.9385799,10.3041741,LU,4160,49
Camporgiano,44.1586319,10.3337985,LU,4161,49
Capannori,43.8488983,10.5747991,LU,4162,49
Careggine,44.1207979,10.3243864,LU,4163,49
Castelnuovo di Garfagnana,44.110301,10.4116603,LU,4164,49
Castiglione di Garfagnana,44.1490744,10.4112675,LU,4165,49
Coreglia Antelminelli,44.0645115,10.5253015,LU,4166,49
Forte dei Marmi,43.960159,10.1667052,LU,4167,49
Fosciandora,44.1152232,10.4554079,LU,4168,49
Gallicano,44.0604532,10.4356553,LU,4169,49
Lucca,43.8443042,10.5015132,LU,4170,49
Massarosa,43.8684779,10.3418058,LU,4171,49
Minucciano,44.1702969,10.2075641,LU,4172,49
Molazzana,44.072578,10.4184376,LU,4173,49
Montecarlo,43.8503455,10.6685703,LU,4174,49
Pescaglia,43.9664067,10.4112828,LU,4175,49
Piazza al Serchio,44.1825514,10.3000167,LU,4176,49
Pietrasanta,43.9595385,10.2276878,LU,4177,49
Pieve Fosciana,44.1306135,10.4106854,LU,4178,49
Porcari,43.8396435,10.6167062,LU,4179,49
San Romano in Garfagnana,44.1689503,10.3454385,LU,4180,49
Seravezza,43.9951732,10.2284374,LU,4181,49
Stazzema,43.9970986,10.2956298,LU,4182,49
Vagli Sotto,44.1143747,10.2803963,LU,4183,49
Viareggio,43.8669243,10.2498112,LU,4184,49
Villa Basilica,43.9277583,10.6450966,LU,4185,49
Villa Collemandina,44.1595627,10.397572,LU,4186,49
Fabbriche di Vergemoli,44.0233962,10.3995593,LU,4187,49
Sillano Giuncugnano,44.2421177,10.3117516,LU,4188,49
Agliana,43.9027674,11.0065334,PT,4189,71
Buggiano,43.8799148,10.727536,PT,4190,71
Lamporecchio,43.8169545,10.896787,PT,4191,71
Larciano,43.8246429,10.8771935,PT,4192,71
Marliana,43.9340432,10.7700546,PT,4193,71
Massa e Cozzile,43.9098976,10.744672,PT,4194,71
Monsummano Terme,43.871578,10.8144222,PT,4195,71
Montale,43.934722,11.022266,PT,4196,71
Montecatini-Terme,43.8840784,10.7727837,PT,4197,71
Pescia,43.9031412,10.6885925,PT,4198,71
Pieve a Nievole,43.8789574,10.7946583,PT,4199,71
Pistoia,43.9334478,10.9173409,PT,4200,71
Ponte Buggianese,43.8427404,10.7474459,PT,4201,71
Quarrata,43.8475752,10.9786123,PT,4202,71
Sambuca Pistoiese,44.1040317,10.9989948,PT,4203,71
Serravalle Pistoiese,43.9055767,10.8319803,PT,4204,71
Uzzano,43.8816983,10.7090767,PT,4205,71
Chiesina Uzzanese,43.8391554,10.7195066,PT,4206,71
Abetone Cutigliano,44.1248467,10.7057064,PT,4207,71
San Marcello Piteglio,44.0528573,10.7965409,PT,4208,71
Bagno a Ripoli,43.7513975,11.31939,FI,4209,35
Barberino di Mugello,44.0004238,11.2385793,FI,4210,35
Borgo San Lorenzo,43.9547706,11.3876835,FI,4211,35
Calenzano,43.8650656,11.1671937,FI,4212,35
Campi Bisenzio,43.8205483,11.1378351,FI,4213,35
Capraia e Limite,43.7424415,10.9764272,FI,4214,35
Castelfiorentino,43.6057123,10.9713086,FI,4215,35
Cerreto Guidi,43.7596494,10.8775747,FI,4216,35
Certaldo,43.5477561,11.0407636,FI,4217,35
Dicomano,43.8914844,11.5236193,FI,4218,35
Empoli,43.7190603,10.9471833,FI,4219,35
Fiesole,43.8068454,11.2931756,FI,4220,35
Firenze,43.7692112,11.2558881,FI,4221,35
Firenzuola,44.1175902,11.3788277,FI,4222,35
Fucecchio,43.728593,10.8100863,FI,4223,35
Gambassi Terme,43.5385944,10.9531594,FI,4224,35
Greve in Chianti,43.5832265,11.3171568,FI,4225,35
Impruneta,43.6857156,11.254407,FI,4226,35
Lastra a Signa,43.7701042,11.1060631,FI,4227,35
Londa,43.8600845,11.5672041,FI,4228,35
Marradi,44.0754494,11.6127649,FI,4229,35
Montaione,43.552256,10.9122503,FI,4230,35
Montelupo Fiorentino,43.7294523,11.0207597,FI,4231,35
Montespertoli,43.6431084,11.0753318,FI,4232,35
Palazzuolo sul Senio,44.1122528,11.5472917,FI,4233,35
Pelago,43.7702262,11.5063596,FI,4234,35
Pontassieve,43.7757937,11.4398655,FI,4235,35
Reggello,43.6825288,11.5363824,FI,4236,35
Rignano sull'Arno,43.7220412,11.4535241,FI,4237,35
Rufina,43.8266192,11.4879161,FI,4238,35
San Casciano in Val di Pesa,43.6565411,11.1843918,FI,4239,35
San Godenzo,43.92626,11.6196166,FI,4240,35
Scandicci,43.7582062,11.1813296,FI,4241,35
Sesto Fiorentino,43.8321718,11.198427,FI,4242,35
Signa,43.7823687,11.097557,FI,4243,35
Vaglia,43.9065511,11.2813561,FI,4244,35
Vicchio,43.933766,11.4654354,FI,4245,35
Vinci,43.7871172,10.9264862,FI,4246,35
Figline e Incisa Valdarno,43.6243543,11.4347373,FI,4247,35
Scarperia e San Piero,44.0047194,11.3247553,FI,4248,35
Barberino Tavarnelle,43.5394227,11.1907978,FI,4249,35
Bibbona,43.269412,10.5981838,LI,4250,46
Campiglia Marittima,43.0589976,10.6168783,LI,4251,46
Campo nell'Elba,42.7448024,10.233628,LI,4252,46
Capoliveri,42.7430932,10.3803315,LI,4253,46
Capraia Isola,43.0498936,9.8422641,LI,4254,46
Castagneto Carducci,43.1606302,10.6099729,LI,4255,46
Cecina,43.3121576,10.5193646,LI,4256,46
Collesalvetti,43.5891955,10.4760639,LI,4257,46
Livorno,43.5523257,10.3086776,LI,4258,46
Marciana,42.7899659,10.1679645,LI,4259,46
Marciana Marina,42.8046822,10.1968296,LI,4260,46
Piombino,42.9219385,10.5274135,LI,4261,46
Porto Azzurro,42.7645478,10.3987256,LI,4262,46
Portoferraio,42.8152328,10.3311984,LI,4263,46
Rosignano Marittimo,43.405306,10.4726913,LI,4264,46
San Vincenzo,43.1008164,10.5382344,LI,4265,46
Sassetta,43.1283344,10.6439865,LI,4266,46
Suvereto,43.0792214,10.6791042,LI,4267,46
Rio,42.8239161,10.409315,LI,4268,46
Bientina,43.710093,10.619837,PI,4269,67
Buti,43.7272919,10.5873559,PI,4270,67
Calci,43.7255319,10.5156858,PI,4271,67
Calcinaia,43.6829738,10.615666,PI,4272,67
Capannoli,43.5838437,10.6786476,PI,4273,67
Casale Marittimo,43.2972239,10.6155285,PI,4274,67
Cascina,43.6765203,10.5492765,PI,4275,67
Castelfranco di Sotto,43.6996753,10.7452392,PI,4276,67
Castellina Marittima,43.4119488,10.5754877,PI,4277,67
Castelnuovo di Val di Cecina,43.2068727,10.9060056,PI,4278,67
Chianni,43.4858066,10.6425542,PI,4279,67
Fauglia,43.5669798,10.5160403,PI,4280,67
Guardistallo,43.3132989,10.6329907,PI,4281,67
Lajatico,43.4750514,10.7285119,PI,4282,67
Montecatini Val di Cecina,43.3919835,10.7481589,PI,4283,67
Montescudaio,43.3263275,10.6277863,PI,4284,67
Monteverdi Marittimo,43.1769768,10.7152486,PI,4285,67
Montopoli in Val d'Arno,43.6685666,10.7604257,PI,4286,67
Orciano Pisano,43.4912411,10.5101093,PI,4287,67
Palaia,43.604801,10.7730782,PI,4288,67
Peccioli,43.547983,10.7210472,PI,4289,67
Pisa,43.7155115,10.4012721,PI,4290,67
Pomarance,43.3000927,10.8738165,PI,4291,67
Ponsacco,43.6201897,10.6336059,PI,4292,67
Pontedera,43.6639038,10.6360093,PI,4293,67
Riparbella,43.3646575,10.5997029,PI,4294,67
San Giuliano Terme,43.7633217,10.442489,PI,4295,67
San Miniato,43.6793861,10.8523899,PI,4296,67
Santa Croce sull'Arno,43.7114189,10.7783903,PI,4297,67
Santa Luce,43.4724786,10.5648185,PI,4298,67
Santa Maria a Monte,43.6986444,10.6923676,PI,4299,67
Terricciola,43.5246158,10.6760378,PI,4300,67
Vecchiano,43.7815783,10.3865988,PI,4301,67
Vicopisano,43.6997341,10.5843905,PI,4302,67
Volterra,43.401683,10.8594125,PI,4303,67
Casciana Terme Lari,43.5558002,10.596331,PI,4304,67
Crespina Lorenzana,43.5697374,10.5406727,PI,4305,67
Anghiari,43.5405065,12.0568387,AR,4306,7
Arezzo,43.4664037,11.8822873,AR,4307,7
Badia Tedalda,43.7063888,12.1855778,AR,4308,7
Bibbiena,43.6944369,11.8181405,AR,4309,7
Bucine,43.4790571,11.6168825,AR,4310,7
Capolona,43.563407,11.8598429,AR,4311,7
Caprese Michelangelo,43.6439734,11.985773,AR,4312,7
Castel Focognano,43.6515736,11.8356385,AR,4313,7
Castel San Niccolò,43.7410238,11.7045904,AR,4314,7
Castiglion Fibocchi,43.5275431,11.7632146,AR,4315,7
Castiglion Fiorentino,43.3416168,11.9238646,AR,4316,7
Cavriglia,43.5236707,11.4890615,AR,4317,7
Chitignano,43.6613609,11.8802634,AR,4318,7
Chiusi della Verna,43.6996976,11.9350084,AR,4319,7
Civitella in Val di Chiana,43.4031888,11.7709098,AR,4320,7
Cortona,43.2750868,11.9850545,AR,4321,7
Foiano della Chiana,43.2524584,11.8184711,AR,4322,7
Loro Ciuffenna,43.5932904,11.6315368,AR,4323,7
Lucignano,43.275468,11.7470731,AR,4324,7
Marciano della Chiana,43.3051058,11.786355,AR,4325,7
Montemignaio,43.7401038,11.6199087,AR,4326,7
Monterchi,43.485576,12.1118963,AR,4327,7
Monte San Savino,43.3313595,11.7253349,AR,4328,7
Montevarchi,43.5235828,11.567469,AR,4329,7
Ortignano Raggiolo,43.6814932,11.7525081,AR,4330,7
Pieve Santo Stefano,43.6684756,12.0417445,AR,4331,7
Poppi,43.7245171,11.7653041,AR,4332,7
San Giovanni Valdarno,43.5667136,11.5296269,AR,4333,7
Sansepolcro,43.5701235,12.141321,AR,4334,7
Sestino,43.7083966,12.2969681,AR,4335,7
Subbiano,43.5755368,11.8702798,AR,4336,7
Talla,43.6019828,11.7871276,AR,4337,7
Terranuova Bracciolini,43.5509247,11.5858277,AR,4338,7
Castelfranco Piandiscò,43.6383193,11.559641,AR,4339,7
Pratovecchio Stia,43.816885,11.7054718,AR,4340,7
Laterina Pergine Valdarno,43.4781881,11.687976,AR,4341,7
Abbadia San Salvatore,42.8809367,11.6775051,SI,4342,84
Asciano,43.234914,11.5594448,SI,4343,84
Buonconvento,43.137903,11.4819049,SI,4344,84
Casole d'Elsa,43.3404788,11.0431284,SI,4345,84
Castellina in Chianti,43.4699878,11.285657,SI,4346,84
Castelnuovo Berardenga,43.3454656,11.5031356,SI,4347,84
Castiglione d'Orcia,43.0043472,11.6163919,SI,4348,84
Cetona,42.9628611,11.900644,SI,4349,84
Chianciano Terme,43.0588097,11.8318073,SI,4350,84
Chiusdino,43.1550532,11.0881234,SI,4351,84
Chiusi,43.016703,11.9476196,SI,4352,84
Colle di Val d'Elsa,43.4211893,11.1177509,SI,4353,84
Gaiole in Chianti,43.468737,11.4334795,SI,4354,84
Montepulciano,43.0925253,11.7807007,SI,4355,84
Monteriggioni,43.3930374,11.2186101,SI,4356,84
Monteroni d'Arbia,43.2310602,11.4218708,SI,4357,84
Monticiano,43.1393392,11.1797241,SI,4358,84
Murlo,43.1684603,11.3911023,SI,4359,84
Piancastagnaio,42.8494033,11.69182,SI,4360,84
Pienza,43.0762975,11.67996,SI,4361,84
Poggibonsi,43.4668489,11.1466271,SI,4362,84
Radda in Chianti,43.4865168,11.3744093,SI,4363,84
Radicofani,42.8969576,11.7663784,SI,4364,84
Radicondoli,43.2610945,11.0413167,SI,4365,84
Rapolano Terme,43.2865083,11.6041574,SI,4366,84
San Casciano dei Bagni,42.8712867,11.8753615,SI,4367,84
San Gimignano,43.4677438,11.0431776,SI,4368,84
San Quirico d'Orcia,43.0602398,11.6032805,SI,4369,84
Sarteano,42.9895709,11.8691688,SI,4370,84
Siena,43.3181376,11.3319089,SI,4371,84
Sinalunga,43.2123635,11.7360604,SI,4372,84
Sovicille,43.280161,11.2283419,SI,4373,84
Torrita di Siena,43.1666089,11.7718886,SI,4374,84
Trequanda,43.1886255,11.6677722,SI,4375,84
Montalcino,43.0593726,11.4881245,SI,4376,84
Arcidosso,42.87143,11.538793,GR,4377,40
Campagnatico,42.8827536,11.2749408,GR,4378,40
Capalbio,42.4532172,11.4220123,GR,4379,40
Castel del Piano,42.8930193,11.537739,GR,4380,40
Castell'Azzara,42.7735063,11.6977734,GR,4381,40
Castiglione della Pescaia,42.7619953,10.8788282,GR,4382,40
Cinigiano,42.8910518,11.3941704,GR,4383,40
Civitella Paganico,42.9939429,11.2816156,GR,4384,40
Follonica,42.9225695,10.7598806,GR,4385,40
Gavorrano,42.9251595,10.9056809,GR,4386,40
Grosseto,42.7602332,11.1135628,GR,4387,40
Isola del Giglio,42.3656696,10.9008994,GR,4388,40
Magliano in Toscana,42.5985197,11.2935352,GR,4389,40
Manciano,42.5873032,11.5154592,GR,4390,40
Massa Marittima,43.0501698,10.8879336,GR,4391,40
Monte Argentario,42.4391142,11.1158415,GR,4392,40
Montieri,43.1304644,11.0162132,GR,4393,40
Orbetello,42.4373334,11.2094266,GR,4394,40
Pitigliano,42.63488,11.6694148,GR,4395,40
Roccalbegna,42.7841087,11.5092531,GR,4396,40
Roccastrada,43.0111828,11.1674272,GR,4397,40
Santa Fiora,42.8313275,11.5857482,GR,4398,40
Scansano,42.6878579,11.333149,GR,4399,40
Scarlino,42.9072699,10.8519362,GR,4400,40
Seggiano,42.9279557,11.5573127,GR,4401,40
Sorano,42.681697,11.7138281,GR,4402,40
Monterotondo Marittimo,43.1454784,10.8558467,GR,4403,40
Semproniano,42.7302137,11.54169,GR,4404,40
Assisi,43.0707984,12.6154022,PG,4405,66
Bastia Umbra,43.0664771,12.5492581,PG,4406,66
Bettona,43.0129345,12.48493,PG,4407,66
Bevagna,42.9339041,12.6091241,PG,4408,66
Campello sul Clitunno,42.820044,12.7769265,PG,4409,66
Cannara,42.9954109,12.5832541,PG,4410,66
Cascia,42.7182121,13.0131372,PG,4411,66
Castel Ritaldi,42.823019,12.6722572,PG,4412,66
Castiglione del Lago,43.1272492,12.0535753,PG,4413,66
Cerreto di Spoleto,42.8193017,12.9163868,PG,4414,66
Citerna,43.4982439,12.1164689,PG,4415,66
Città della Pieve,42.952786,12.0050617,PG,4416,66
Città di Castello,43.4573549,12.2381457,PG,4417,66
Collazzone,42.8942311,12.4378851,PG,4418,66
Corciano,43.1285205,12.2863992,PG,4419,66
Costacciaro,43.3588834,12.7119188,PG,4420,66
Deruta,42.9822073,12.4198955,PG,4421,66
Foligno,42.9556643,12.7035851,PG,4422,66
Fossato di Vico,43.2943128,12.7616461,PG,4423,66
Fratta Todina,42.8575064,12.3664319,PG,4424,66
Giano dell'Umbria,42.8336802,12.5771779,PG,4425,66
Gualdo Cattaneo,42.9091622,12.5558388,PG,4426,66
Gualdo Tadino,43.2309229,12.7848258,PG,4427,66
Gubbio,43.3534958,12.5787539,PG,4428,66
